user_id,email_id,email_type,email_decision,shift_id,num_of_trails,now_stock_value,event_type,event_detail_int,event_detail_str,action_timestamp
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,FromText,30/3/2023 15:08:00
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,LinkHovering,0,0,30/3/2023 15:08:00
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,ToText,30/3/2023 15:08:00
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,notLinkHovering,0,0,30/3/2023 15:08:00
8fxa0ua8yzavaz5z0xjr,ID92,trustedInternal,0,5,0,750,StopGazing,0,AllowButton,30/3/2023 15:08:00
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,ToText,30/3/2023 15:08:01
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,ToText,30/3/2023 15:08:02
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,LinkHovering,0,0,30/3/2023 15:08:02
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,ToText,30/3/2023 15:08:03
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,notLinkHovering,0,0,30/3/2023 15:08:03
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,BlockButton,30/3/2023 15:08:04
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,BlockButton,30/3/2023 15:08:04
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,ToText,30/3/2023 15:08:05
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,ToText,30/3/2023 15:08:05
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,FromText,30/3/2023 15:08:05
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,BlockButton,30/3/2023 15:08:06
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,BlockButton,30/3/2023 15:08:06
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,ToText,30/3/2023 15:08:07
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StartGazing,0,FromText,30/3/2023 15:08:07
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,FromText,30/3/2023 15:08:08
8fxa0ua8yzavaz5z0xjr,ID88,masquerading,0,5,0,850,StopGazing,0,ToText,30/3/2023 15:08:10
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,ToText,30/3/2023 15:08:11
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,ContentText,30/3/2023 15:08:11
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,fedex(Clone),30/3/2023 15:08:11
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,SubjectText,30/3/2023 15:08:11
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,SubjectText,30/3/2023 15:08:11
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,FromText,30/3/2023 15:08:12
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,ContentText,30/3/2023 15:08:12
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,LinkHovering,0,0,30/3/2023 15:08:13
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,ContentText,30/3/2023 15:08:13
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,FromText,30/3/2023 15:08:13
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,notLinkHovering,0,0,30/3/2023 15:08:14
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,fedex(Clone),30/3/2023 15:08:14
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,ContentText,30/3/2023 15:08:15
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1150,StartGazing,0,ResearchButton,30/3/2023 15:08:15
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,ToText,30/3/2023 15:08:15
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,ContentText,30/3/2023 15:08:15
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,FromText,30/3/2023 15:08:16
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,BlockButton,30/3/2023 15:08:16
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,ToText,30/3/2023 15:08:16
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StartGazing,0,FromText,30/3/2023 15:08:16
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,BlockButton,30/3/2023 15:08:17
8fxa0ua8yzavaz5z0xjr,ID83,trustedExternal,0,5,0,1050,StopGazing,0,ToText,30/3/2023 15:08:17
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,ResearchButton,30/3/2023 15:08:17
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,ContentText,30/3/2023 15:08:17
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,LinkHovering,0,0,30/3/2023 15:08:18
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,FromText,30/3/2023 15:08:23
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,ToText,30/3/2023 15:08:23
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,BlockButton,30/3/2023 15:08:23
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,FromText,30/3/2023 15:08:23
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,ToText,30/3/2023 15:08:23
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,notLinkHovering,0,0,30/3/2023 15:08:24
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,BlockButton,30/3/2023 15:08:24
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,AllowButton,30/3/2023 15:08:25
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StopGazing,0,ContentText,30/3/2023 15:08:25
8fxa0ua8yzavaz5z0xjr,ID82,masquerading,0,5,0,1150,StartGazing,0,AllowButton,30/3/2023 15:08:27
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:08:27
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,SubjectText,30/3/2023 15:08:28
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:08:28
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,SubjectText,30/3/2023 15:08:29
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:08:30
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:08:30
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,SubjectText,30/3/2023 15:08:30
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:08:31
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:08:31
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:08:32
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:08:33
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:08:33
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:08:33
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:08:34
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:08:34
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:08:34
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:08:35
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:08:35
8fxa0ua8yzavaz5z0xjr,ID94,trustedExternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:08:35
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StartGazing,0,ContentText,30/3/2023 15:08:36
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:37
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StartGazing,0,FromText,30/3/2023 15:08:38
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StopGazing,0,FromText,30/3/2023 15:08:38
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:38
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:08:39
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:08:40
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:08:40
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1200,StopGazing,0,ContentText,30/3/2023 15:08:43
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:08:43
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:08:44
8fxa0ua8yzavaz5z0xjr,ID96,masquerading,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:08:44
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:08:45
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StopGazing,0,BlockButton,30/3/2023 15:08:45
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:08:45
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,BlockButton,30/3/2023 15:08:45
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:08:46
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:08:46
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:08:46
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:08:46
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:08:47
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1200,StopGazing,0,FromText,30/3/2023 15:08:47
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1200,StartGazing,0,FromText,30/3/2023 15:08:47
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:47
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:49
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1200,StopGazing,0,AttachmentSlot,30/3/2023 15:08:49
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ContentText,30/3/2023 15:08:50
8fxa0ua8yzavaz5z0xjr,ID90,trustedInternal,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:08:50
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ContentText,30/3/2023 15:08:50
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,FromText,30/3/2023 15:08:51
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:51
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,LinkHovering,0,0,30/3/2023 15:08:51
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:51
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:51
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,notLinkHovering,0,0,30/3/2023 15:08:55
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,SubjectText,30/3/2023 15:08:56
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:56
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,FromText,30/3/2023 15:08:56
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:56
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:56
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,notLinkHovering,0,0,30/3/2023 15:08:57
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:57
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:08:57
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:57
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,FromText,30/3/2023 15:08:57
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,FromText,30/3/2023 15:08:58
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:08:59
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ContentText,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,BlockButton,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,FromText,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ToText,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,BlockButton,30/3/2023 15:09:00
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ContentText,30/3/2023 15:09:03
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,ToText,30/3/2023 15:09:03
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StartGazing,0,AllowButton,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ContentText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,AllowButton,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1200,StopGazing,0,ContentText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID93,trustedInternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:09:04
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:09:05
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:09:05
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:09:06
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:09:06
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:09:06
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:09:06
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,notLinkHovering,0,0,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,LinkHovering,0,0,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,ToText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,ContentText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,BlockButton,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,BlockButton,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,ToText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,FromText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StartGazing,0,FromText,30/3/2023 15:09:07
8fxa0ua8yzavaz5z0xjr,ID87,trustedInternal,0,5,0,1300,StopGazing,0,ContentText,30/3/2023 15:09:08
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StopGazing,0,SubjectText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StartGazing,0,SubjectText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StartGazing,0,ToText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StopGazing,0,ToText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StartGazing,0,FromText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StopGazing,0,FromText,30/3/2023 15:09:09
8fxa0ua8yzavaz5z0xjr,ID85,masquerading,0,5,0,1400,StartGazing,0,BlockButton,30/3/2023 15:09:10
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,FromText,30/3/2023 15:09:13
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,ToText,30/3/2023 15:09:13
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StopGazing,0,ToText,30/3/2023 15:09:13
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StopGazing,0,ToText,30/3/2023 15:09:13
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StopGazing,0,BlockButton,30/3/2023 15:09:14
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,ToText,30/3/2023 15:09:14
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,ToText,30/3/2023 15:09:14
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,ContentText,30/3/2023 15:09:15
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StopGazing,0,ContentText,30/3/2023 15:09:15
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,FromText,30/3/2023 15:09:16
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StartGazing,0,BlockButton,30/3/2023 15:09:17
8fxa0ua8yzavaz5z0xjr,ID86,masquerading,0,5,0,1600,StopGazing,0,ToText,30/3/2023 15:09:17
